,Age,City,Profession,Marital Status,Education,No. of Family members,Annual Income,Would you prefer replacing all your vehicles to Electronic vehicles?,If Yes/Maybe what type of  EV would you prefer?,Do you think Electronic Vehicles are economical?,Which brand of vehicle do you currently own?,How much money could you spend on an Electronic vehicle?,Preference for wheels in EV,Do you think Electronic vehicles will replace fuel cars in India?
782,20,Pune ,Working Professional,Married,Post Graduate,5,2893817.186069406,Yes,Hatchback,No,Nissan,<15 lakhs,4,"Yes, in <10 years"
783,27,Pune,Business,Married,Graduate,3,2536594.2035006327,No,Sedan,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
784,26,Pune,Business,Single,Post Graduate,3,2713622.495460789,Yes,Liftback,Yes,Nissan,1500000,2,"Yes, in <10 years"
785,27,Gurugram ,Working Professional,Single,Graduate,4,2775213.8678944665,Yes,Sedan,Yes,Chevrolet ,<15 lakhs,4,"Yes, in <10 years"
786,57,Nellore ,Working Professional,Single,Graduate,5,1128897.8716925178,Yes,Sedan,Yes,Maruti Suzuki,<5 lakhs,2,"Yes, in <10 years"
787,49,Delhi,Working Professional,Married,Graduate,5,2211415.7532227268,Yes,Sedan,Yes,Nissan,<15 lakhs,4,"Yes, in <10 years"
788,57,Pune,None,Married,Graduate,4,2059997.0036486965,Yes,Sedan,Yes,KIA,<15 lakhs,2,"Yes, in <10 years"
789,62,Satara,None,Single,Graduate,5,1216167.4296238935,Yes,SUV,Yes,MG,<5 lakhs,4,"Yes, in <10 years"
790,31,Haldwani,Business,Married,Graduate,6,2700052.6647370923,Maybe,Hatchback,Maybe,Maruti,<15 lakhs,2,"Yes, in <20years"
791,26,Pune ,None,Single,Post Graduate,8,2042232.1850905744,Maybe,SUV,No,KIA,<15 lakhs,4,"Yes, in <20years"
792,28,Pune,None,Single,Graduate,5,2939813.4424850624,Yes,Liftback,Yes,Tata,<5 lakhs,2,"Yes, in <20years"
793,18,Pune,Business,Single,Graduate,4,2729673.3979963264,Yes,Hatchback,Yes,Tata,<15 lakhs,4,"Yes, possibly after 20 years"
794,31,Pune,Business,Single,Graduate,4,2566962.252958593,Maybe,SUV,Yes,KIA,<5 lakhs,4,"Yes, in <20years"
795,30,Pune,None,Single,Post Graduate,6,1389914.6837922013,No,Sedan,Yes,KIA,<25 lakhs,2,"Yes, in <20years"
796,21,Pune,None,Single,Graduate,5,3289683.9476700933,Maybe,SUV,Yes,Hyundai,<15 lakhs,3,"Yes, in <10 years"
797,29,Pune,Working Professional,Married,Graduate,5,2736120.8905864195,Maybe,Cabrio,No,MG,>25 lakhs,4,"Yes, in <20years"
798,24,Nashik,Working Professional,Married,Post Graduate,8,1697992.2305641097,Maybe,Cabrio,Yes,KIA,<5 lakhs,4,"Yes, in <20years"
799,32,Pune,None,Single,Graduate,2,1871355.7383884366,Maybe,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <20years"
800,32,Pune,Working Professional,Single,Graduate,6,2662716.2024214836,No,SUV,Yes,Suzuki ,<15 lakhs,4,"Yes, in <10 years"
801,30,Pune,None,Single,Graduate,8,1870535.502336218,No,SUV,Yes,Volkswagen,<25 lakhs,4,"Yes, in <20years"
802,29,Pune,Working Professional,Single,Graduate,5,3064561.194146464,Yes,Sedan,Yes,KIA,>25 lakhs,2,"Yes, in <20years"
803,31,Pune,Working Professional,Married,Graduate,0,2889468.347825405,Yes,Cabrio,Yes,Volkswagen,<5 lakhs,4,"Yes, in <10 years"
804,25,Pune,None,Single,Post Graduate,0,2652118.2674926813,Yes,SUV,No,Nissan,<15 lakhs,4,"Yes, in <20years"
805,65,Pune,Business,Married,Graduate,4,2496830.573166319,Yes,Hatchback,Yes,Suzuki ,<15 lakhs,2,"Yes, possibly after 20 years"
806,28,Pune,None,Married,Post Graduate,4,2227321.7144478317,No,Hatchback,Yes,Volkswagen,>25 lakhs,2,"Yes, in <10 years"
807,15,Pune,None,Single,Post Graduate,4,2355658.7849346725,Yes,Sedan,Yes,KIA,700000,4,"Yes, in <20years"
808,27,Gurugram ,None,Married,Graduate,0,2028166.2148708892,No,Sedan,Yes,Honda,700000,4,"Yes, in <10 years"
809,23,Pune,Working Professional,Single,Post Graduate,5,2352220.4715963933,Maybe,SUV,No,Honda,<15 lakhs,4,"Yes, in <10 years"
810,29,Pune,None,Single,Graduate,5,1281214.8774443523,Yes,SUV,Yes,Maruti Suzuki,<5 lakhs,4,"Yes, in <10 years"
811,22,Satara,Working Professional,Married,Graduate,5,2351093.1336560585,Yes,SUV,Maybe,KIA,<25 lakhs,4,"Yes, in <10 years"
812,29,Pune,Business,Single,Graduate,3,2564196.539172443,Yes,Hatchback,No,Nissan,<15 lakhs,4,"Yes, possibly after 20 years"
813,29,Pune,Business,Married,Post Graduate,4,1602534.2278988115,Yes,Sedan,Yes,Chevrolet ,<5 lakhs,4,"Yes, in <10 years"
814,24,Pune,Business,Single,Post Graduate,3,2293903.0807983098,No,SUV,Yes,Maruti,<5 lakhs,4,"Yes, in <20years"
815,24,Pune,None,Married,Graduate,4,1991453.763827208,Yes,Sedan,Maybe,Hyundai,<5 lakhs,2,"Yes, in <10 years"
816,23,Rewari,None,Single,Graduate,5,2946654.8819633243,Yes,SUV,Maybe,Tata,<5 lakhs,4,"Yes, in <10 years"
817,30,Pune,Business,Single,Graduate,4,1927592.2930387137,Yes,Liftback,Maybe,KIA,<15 lakhs,3,"Yes, in <10 years"
818,27,Pune,Working Professional,Married,Graduate,5,3051231.385034981,Yes,Sedan,No,Hyundai,<5 lakhs,3,"Yes, in <10 years"
819,31,Pune,None,Married,Graduate,4,2807314.3253707127,No,Sedan,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
820,28,Pune,Business,Single,Graduate,8,1765852.4644067385,Yes,SUV,Yes,Tata,<5 lakhs,2,"Yes, in <10 years"
821,28,pune,None,Single,Graduate,4,3056666.234977912,Maybe,Sedan,No,Maruti,<15 lakhs,4,"Yes, possibly after 20 years"
822,29,Haldwani ,Business,Single,Graduate,3,1932351.6985070999,Maybe,SUV,Yes,MG,<25 lakhs,4,"Yes, possibly after 20 years"
823,31,Pune,None,Single,Graduate,4,3024305.392234268,Maybe,Cabrio,No,Nissan,<25 lakhs,3,"Yes, in <20years"
824,32,Nellore ,Working Professional,Single,Graduate,7,2393527.098009223,No,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
825,30,Pune,None,Single,Post Graduate,4,3335087.711559531,Yes,Liftback,Yes,Audi,<15 lakhs,4,"Yes, in <20years"
826,31,Pune,None,Married,Graduate,4,2488723.4426786737,Maybe,Liftback,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
827,32,Pune,Working Professional,Single,Post Graduate,5,2611333.9089422356,Yes,Liftback,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
828,25,Mumbai,None,Married,Graduate,4,2877064.336361032,Yes,Hatchback,Yes,Volkswagen,<5 lakhs,2,"Yes, in <20years"
829,26,Ahmedabad,None,Single,Graduate,4,2325409.7730198875,No,SUV,Yes,Hyundai,<15 lakhs,3,"Yes, in <10 years"
830,60,Delhi,Working Professional,Married,Graduate,4,2421669.96893998,No,Liftback,Yes,Hyundai,<5 lakhs,4,I don't think so
831,30,Pune,None,Married,Graduate,4,3399310.3377620354,Maybe,Sedan,Yes,Tata,<15 lakhs,4,"Yes, in <10 years"
832,30,nashik,Business,Married,Graduate,3,1893898.379544266,Yes,Liftback,Yes,Maruti,<15 lakhs,4,"Yes, possibly after 20 years"
833,27,Pune,Business,Married,Graduate,4,1764512.056750758,Maybe,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
834,28,Pune,None,Single,Graduate,8,3276318.502162037,Yes,SUV,Yes,Volkswagen,<15 lakhs,4,"Yes, possibly after 20 years"
835,27,Pune,None,Married,Post Graduate,8,2247573.444395384,Maybe,Sedan,Yes,MG,<15 lakhs,2,"Yes, in <20years"
836,31,Pune,None,Married,Graduate,5,2268068.3403430823,Maybe,Hatchback,Yes,Maruti,<15 lakhs,4,"Yes, in <10 years"
837,28,Pune,Business,Married,Post Graduate,2,2110098.8574418277,Maybe,Hatchback,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
838,28,Mumbai ,None,Married,Graduate,4,2651440.5770267555,Maybe,Sedan,Yes,Honda,<5 lakhs,2,"Yes, in <10 years"
839,29,Pune,None,Single,Post Graduate,0,1227426.6218483525,Yes,SUV,Yes,Tata,<5 lakhs,3,"Yes, in <10 years"
840,21,Pune,None,Single,Graduate,6,551155.491459032,Yes,Sedan,Yes,Hyundai,<15 lakhs,2,"Yes, possibly after 20 years"
841,31,Pune,Working Professional,Married,Post Graduate,4,2791451.187714599,No,Sedan,Maybe,KIA,<5 lakhs,4,"Yes, in <20years"
842,29,Pune,Business,Single,Post Graduate,4,799421.0899017839,Yes,Sedan,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
843,66,Pune ,Business,Single,Graduate,4,1881607.6409118576,Yes,SUV,Yes,Honda,<25 lakhs,4,I don't think so
844,31,Pune,None,Single,Graduate,4,1235870.3890107698,Yes,Liftback,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
845,118,Pune,Working Professional,Married,Post Graduate,4,1844442.9220704902,Maybe,Liftback,Yes,McLaren ,<15 lakhs,4,"Yes, possibly after 20 years"
846,28,Pune,None,Single,Graduate,3,2543251.621418439,Yes,Liftback,Yes,Honda,<15 lakhs,2,"Yes, in <10 years"
847,65,Nagpur,Business,Married,Post Graduate,8,1607979.3345357142,Maybe,Sedan,Yes,KIA,<15 lakhs,4,"Yes, possibly after 20 years"
848,27,Pune,Working Professional,Married,Graduate,4,852043.3952222964,Yes,Hatchback,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
849,27,Pune ,Business,Married,Graduate,4,1868060.0455028294,No,SUV,Yes,Nissan,2000000,4,"Yes, in <20years"
850,22,Pune,Working Professional,Single,Post Graduate,5,1843945.7344451905,Yes,Sedan,Yes,BMW,<5 lakhs,2,I don't think so
851,29,Pune,None,Married,Post Graduate,4,2760494.8382476633,Yes,Hatchback,Yes,KIA,<15 lakhs,4,"Yes, in <20years"
852,30,Nabha,None,Married,Graduate,4,2483764.2937101675,Yes,Sedan,Yes,KIA,<15 lakhs,4,"Yes, in <20years"
853,60,Rewari,None,Single,Graduate,2,1903935.5652916955,Yes,SUV,No,Volkswagen,<15 lakhs,4,"Yes, possibly after 20 years"
854,29,Nashik,None,Single,Graduate,4,1962277.9614604837,Yes,SUV,Yes,Hyundai,<5 lakhs,4,"Yes, in <10 years"
855,30,Delhi,None,Single,Post Graduate,4,2877703.545507969,Yes,Hatchback,Yes,Nissan,>25 lakhs,4,"Yes, in <10 years"
856,30,Jhansi,Working Professional,Single,Post Graduate,3,3142233.4156674207,No,Hatchback,No,Nissan,<5 lakhs,2,"Yes, in <20years"
857,27,Mumbai,None,Single,Post Graduate,5,962738.4280131585,No,Sedan,Yes,KIA,<15 lakhs,2,"Yes, in <10 years"
858,27,Ahmedabad,None,Married,Graduate,8,2733258.7489036596,Maybe,Sedan,No,Volkswagen,<5 lakhs,4,"Yes, in <10 years"
859,30,Pune,Working Professional,Single,Post Graduate,4,1930674.5418767787,Maybe,Sedan,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
860,25,Satara,Business,Single,Graduate,4,2364478.9428192996,No,SUV,Yes,Honda,<15 lakhs,2,"Yes, possibly after 20 years"
861,32,Delhi,Salaried,Single,Graduate,3,2259378.89915681,Maybe,SUV,Yes,Honda,<15 lakhs,4,"Yes, in <20years"
862,30,Pune ,None,Single,Graduate,5,3353676.5843552183,Yes,SUV,Yes,Tata,<25 lakhs,2,"Yes, in <10 years"
863,31,Pune,Salaried,Single,Graduate,2,568958.6041701944,Yes,SUV,Maybe,MG,<25 lakhs,4,"Yes, possibly after 20 years"
864,31,Pune,None,Married,Graduate,4,3162609.049472806,Yes,SUV,No,Hyundai,<15 lakhs,2,"Yes, in <20years"
865,27,Pune,None,Single,Graduate,4,2042526.934026097,Yes,Sedan,Yes,MG,<15 lakhs,2,"Yes, possibly after 20 years"
866,30,New Delhi,Working Professional,Single,Post Graduate,4,1770466.3296336574,Yes,SUV,Yes,MG,<5 lakhs,2,"Yes, possibly after 20 years"
867,27,Ahmedabad,None,Single,Post Graduate,4,760073.1177056521,Yes,SUV,Yes,Nissan,<15 lakhs,4,"Yes, in <20years"
868,28,Pune,Working Professional,Single,Post Graduate,4,2779701.358673034,Maybe,Sedan,Yes,Honda,<5 lakhs,4,"Yes, in <10 years"
869,26,Pune,Salaried,Single,Post Graduate,4,1473697.7612284797,Yes,Sedan,Yes,Tata,<25 lakhs,2,I don't think so
870,25,Pune,Working Professional,Single,Post Graduate,4,2430643.3034367682,Yes,Sedan,Yes,Hyundai,<15 lakhs,4,I don't think so
871,28,Pune,Working Professional,Single,Post Graduate,4,2713842.752348853,Yes,SUV,Yes,Tata,<5 lakhs,4,"Yes, in <20years"
872,23,Mumbai,Working Professional,Single,Graduate,2,3063499.289421686,Yes,Hatchback,Yes,Nissan,<15 lakhs,4,"Yes, in <20years"
873,27,Pune,Business,Single,Post Graduate,5,2469396.986313576,Yes,SUV,Yes,Honda,<5 lakhs,3,"Yes, in <10 years"
874,45,Banglore ,None,Married,Post Graduate,4,1932640.6827314121,No,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
875,32,Pune,None,Single,Post Graduate,5,2532522.6703257645,Maybe,Sedan,Yes,Hyundai,<15 lakhs,2,I don't think so
876,61,Nellore ,None,Single,Post Graduate,4,1550456.687787679,Yes,SUV,Yes,Tata,<5 lakhs,3,"Yes, possibly after 20 years"
877,54,Pune,None,Single,Graduate,4,2999011.1870379867,No,SUV,Yes,MG,<25 lakhs,4,"Yes, in <10 years"
878,27,Haldwani,Business,Married,Graduate,4,2318171.6914638006,No,SUV,Maybe,Hyundai,<15 lakhs,4,"Yes, in <20years"
879,26,Pune,Working Professional,Single,Graduate,4,664342.1896544134,Maybe,SUV,Yes,Nissan,<5 lakhs,2,"Yes, possibly after 20 years"
880,27,Pune,None,Single,Post Graduate,4,1387084.8469521336,Yes,Sedan,No,Nissan,<5 lakhs,3,"Yes, in <10 years"
881,21,Delhi,None,Married,Graduate,5,2024267.6230323322,Yes,Hatchback,Yes,Honda,<15 lakhs,2,"Yes, in <20years"
882,29,Pune,Working Professional,Single,Post Graduate,4,2586693.137504969,Yes,SUV,Yes,KIA,<25 lakhs,4,"Yes, in <20years"
883,29,Pune,None,Single,Post Graduate,7,2612516.648003293,Maybe,SUV,Yes,Tata,<15 lakhs,3,"Yes, in <10 years"
884,20,Pune,Working Professional,Married,Graduate,4,1727229.498228285,Yes,Sedan,Yes,Volkswagen,<25 lakhs,2,"Yes, in <20years"
885,27,Noida,None,Married,Post Graduate,5,1038977.6415251697,Yes,Cabrio,Yes,Honda,<5 lakhs,4,"Yes, in <20years"
886,22,pUNE,None,Married,Graduate,4,2702901.929402603,Yes,SUV,No,Honda,<15 lakhs,3,"Yes, in <10 years"
887,28,New Delhi,None,Single,Graduate,4,1259834.817576939,Maybe,SUV,Yes,Hyundai,<5 lakhs,4,"Yes, in <10 years"
888,30,Noida,Business,Single,Graduate,5,1229900.0011397141,Yes,Liftback,Yes,Hyundai,<15 lakhs,2,"Yes, in <20years"
889,25,Pune,None,Single,Post Graduate,7,2530953.92021275,Yes,Cabrio,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
890,30,Pune,Working Professional,Married,Graduate,5,1966912.1903425874,Maybe,Sedan,Yes,Nissan,<15 lakhs,3,I don't think so
891,21,Pune,None,Single,Graduate,4,1935637.658763391,Maybe,SUV,Yes,Nissan,<5 lakhs,4,"Yes, possibly after 20 years"
892,30,Pune,Business,Single,Post Graduate,4,2719412.6612401414,Yes,Sedan,Maybe,Tata,<15 lakhs,2,"Yes, in <10 years"
893,29,Pune,None,Married,Graduate,4,2447967.6830851417,Yes,Sedan,Maybe,MG,>25 lakhs,2,"Yes, possibly after 20 years"
894,31,Pune,None,Single,Graduate,6,2019433.1265854526,Maybe,SUV,Yes,Nissan,<15 lakhs,4,"Yes, in <10 years"
895,28,Pune,Working Professional,Single,Post Graduate,4,2409584.289320626,Yes,SUV,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
896,32,Pune,Business,Married,Post Graduate,4,1803039.4185627745,Maybe,Sedan,Yes,Honda,<15 lakhs,4,"Yes, in <10 years"
897,30,Pune ,Working Professional,Single,Graduate,4,2395957.859614136,Yes,Liftback,Yes,McLaren ,<15 lakhs,4,"Yes, in <20years"
898,30,Pune,None,Married,Graduate,0,1958578.2895918742,Yes,Liftback,Maybe,KIA,<15 lakhs,2,"Yes, possibly after 20 years"
899,53,Pune,Working Professional,Married,Post Graduate,4,890212.9331741834,Yes,Hatchback,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
900,21,Pune,None,Single,Graduate,3,2369630.947581026,Yes,SUV,Yes,Tata,<25 lakhs,4,"Yes, in <20years"
901,32,Faridabad ,Business,Single,Graduate,4,1839430.0939079858,Yes,SUV,Yes,KIA,<5 lakhs,2,"Yes, in <10 years"
902,23,Pune,None,Single,Graduate,4,2294486.4396262476,Maybe,Hatchback,No,Tata,1500000,3,"Yes, possibly after 20 years"
903,24,Mumbai,Business,Single,Graduate,4,2077373.4154307223,Maybe,Sedan,Maybe,McLaren ,<15 lakhs,2,"Yes, in <10 years"
904,24,Pune,Salaried,Single,Graduate,4,3131508.956557508,Maybe,Sedan,Yes,KIA,<5 lakhs,2,"Yes, in <10 years"
905,43,Nabha,None,Single,Graduate,4,2043055.4157979675,Yes,SUV,Maybe,Nissan,<25 lakhs,4,"Yes, in <10 years"
906,29,Pune,None,Married,Graduate,3,1617849.3810912329,No,Sedan,Maybe,Nissan,<25 lakhs,4,"Yes, in <20years"
907,54,Mumbai,Business,Single,Post Graduate,4,2571739.776090783,Yes,SUV,Yes,MG,<15 lakhs,2,"Yes, in <10 years"
908,24,Pune,None,Single,Post Graduate,6,1509519.8638556758,Yes,Cabrio,Yes,Tata,<15 lakhs,4,"Yes, in <10 years"
909,29,Pune,Working Professional,Single,Graduate,4,3080178.320880016,Yes,SUV,Yes,MG,<15 lakhs,4,"Yes, in <10 years"
910,29,Pune,Working Professional,Married,Graduate,3,2751919.1939580115,Yes,SUV,Yes,Honda,<15 lakhs,4,"Yes, in <20years"
911,30,Pune,None,Married,Graduate,4,1945527.3577434903,Yes,Liftback,Yes,Maruti,<5 lakhs,4,"Yes, in <10 years"
912,25,Pune,None,Married,Graduate,0,675882.6922993008,Maybe,SUV,No,Tata,<15 lakhs,2,"Yes, in <10 years"
913,26,Pune,Working Professional,Single,Post Graduate,4,2693947.610966171,Maybe,SUV,No,Honda,<25 lakhs,3,"Yes, in <20years"
914,24,Pune ,None,Married,Post Graduate,3,2075333.6809251825,Yes,SUV,Yes,Honda,<15 lakhs,4,"Yes, in <20years"
915,29,Pune,Working Professional,Single,Post Graduate,4,3016655.2461262085,Yes,Sedan,Maybe,Tata,2000000,2,"Yes, possibly after 20 years"
916,29,Satara,Salaried,Single,Post Graduate,7,2084450.2348056776,Maybe,Sedan,Yes,Nissan,<15 lakhs,2,"Yes, in <20years"
917,25,Pune,Working Professional,Single,Graduate,4,2879316.466784803,Maybe,SUV,Yes,Honda,<5 lakhs,2,"Yes, in <20years"
918,27,Pune,None,Single,Post Graduate,3,2305321.4763784683,Yes,Sedan,Yes,KIA,<5 lakhs,4,"Yes, in <10 years"
919,24,Pune,None,Single,Graduate,5,2352555.4237776296,Yes,SUV,No,Hyundai,<25 lakhs,4,"Yes, in <10 years"
920,25,Pune,None,Single,Graduate,3,3110640.5522432053,Yes,Sedan,Yes,Nissan,<15 lakhs,4,"Yes, in <10 years"
921,25,Pune,None,Married,Graduate,1,1597300.5064840186,No,SUV,Yes,Maruti,<15 lakhs,3,"Yes, in <20years"
922,19,Pune,Working Professional,Married,Graduate,4,1973368.1428335477,Yes,Sedan,Yes,McLaren ,<15 lakhs,3,"Yes, in <10 years"
923,24,Pune,Working Professional,Married,Graduate,8,2103119.514092793,Yes,SUV,Yes,KIA,<15 lakhs,4,I don't think so
924,30,Delhi ,Working Professional,Single,Graduate,5,1184477.1276069465,Yes,Sedan,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
925,24,Banglore ,Business,Single,Graduate,4,3065340.2536900374,Yes,Sedan,Maybe,Hyundai,<15 lakhs,4,"Yes, in <20years"
926,32,Delhi ,None,Single,Graduate,5,2572235.990453151,Yes,Sedan,Maybe,Hyundai,<15 lakhs,2,"Yes, possibly after 20 years"
927,18,Pune,Working Professional,Single,Graduate,6,1780969.5585925747,Yes,Sedan,Maybe,Nissan,1200000,2,"Yes, possibly after 20 years"
928,25,Pune,None,Single,Graduate,6,3076236.9054724677,Yes,Sedan,No,Hyundai,<5 lakhs,4,"Yes, possibly after 20 years"
929,22,Mumbai,None,Single,Post Graduate,4,12045122.633948185,Yes,SUV,Maybe,Tata,<5 lakhs,4,"Yes, possibly after 20 years"
930,33,Pune,None,Single,Graduate,6,2965855.862276622,Yes,SUV,Yes,Hyundai,<15 lakhs,3,"Yes, in <10 years"
931,29,Pune,Salaried,Single,Graduate,5,2939984.8864937862,Maybe,Cabrio,Yes,MG,<15 lakhs,4,"Yes, in <20years"
932,55,Chandrapur ,None,Married,Post Graduate,4,3096398.421432896,Yes,SUV,Yes,KIA,<15 lakhs,4,"Yes, possibly after 20 years"
933,29,Pune,Business,Married,Graduate,4,2428327.985788821,Yes,SUV,No,Volkswagen,1500000,4,"Yes, in <20years"
934,30,Pune,None,Married,Graduate,4,2475548.15777418,Yes,Hatchback,Yes,Nissan,<5 lakhs,4,"Yes, in <10 years"
935,24,Pune,Working Professional,Married,Graduate,4,2768737.3271491835,Yes,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, possibly after 20 years"
936,29,Pune,Working Professional,Single,Graduate,4,2744274.8874275414,Yes,Sedan,Yes,Nissan,<5 lakhs,3,"Yes, in <10 years"
937,30,Pune,Business,Single,Graduate,4,2616229.870686566,No,Liftback,Yes,MG,<15 lakhs,2,I don't think so
938,31,Pune,Working Professional,Single,Graduate,5,1543943.4999497014,Yes,SUV,Yes,Maruti,<25 lakhs,4,"Yes, in <20years"
939,39,Mumbai ,Salaried,Married,Post Graduate,4,2937615.814785462,Yes,SUV,No,Volkswagen,<15 lakhs,4,"Yes, in <10 years"
940,31,Haldwani ,None,Single,Post Graduate,5,862861.6431889466,No,SUV,Yes,Nexa,<15 lakhs,2,"Yes, in <20years"
941,28,Pune,None,Single,Graduate,4,1850201.9434360303,No,Liftback,Yes,Tata,<25 lakhs,4,"Yes, in <10 years"
942,30,Pune,None,Married,Post Graduate,0,2699568.7284609387,Yes,SUV,Maybe,Nissan,<5 lakhs,4,"Yes, in <20years"
943,26,Pune,None,Single,Graduate,1,2891285.5045851213,Yes,SUV,Yes,MG,<5 lakhs,2,"Yes, in <10 years"
944,49,Chennai,Salaried,Single,Graduate,4,2925682.1139161997,Yes,Sedan,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
945,24,Pune,Business,Single,Graduate,8,811084.5792913574,No,SUV,Yes,Hyundai,<5 lakhs,4,"Yes, in <10 years"
946,32,Pune,None,Single,Graduate,3,2064705.2753799828,Yes,SUV,Yes,KIA,>25 lakhs,4,"Yes, in <10 years"
947,29,Pune,None,Single,Post Graduate,5,1289103.1173553572,Yes,SUV,Yes,Tata,<15 lakhs,2,"Yes, in <10 years"
948,30,Pune,Working Professional,Married,Graduate,4,2188917.732428993,Yes,Liftback,Yes,Tata,1200000,3,"Yes, in <20years"
949,57,Pune,None,Married,Graduate,0,1224408.9078292921,Yes,Hatchback,No,Tata,<15 lakhs,2,"Yes, in <20years"
950,63,Mumbai,None,Single,Graduate,4,1820161.9584524059,Maybe,Hatchback,No,Hyundai,<5 lakhs,2,"Yes, in <10 years"
951,30,Gurugram ,Business,Married,Post Graduate,3,1782497.5065288404,No,SUV,Yes,Nissan,>25 lakhs,2,"Yes, in <10 years"
952,46,Pune ,Working Professional,Single,Post Graduate,4,2922061.1266122926,Yes,SUV,No,McLaren ,<25 lakhs,4,"Yes, in <20years"
953,24,pune,Business,Single,Graduate,8,2033010.1444815674,Yes,SUV,Yes,MG,<5 lakhs,2,"Yes, in <20years"
954,29,Pune,None,Married,Graduate,2,2458301.788893095,Maybe,SUV,Yes,KIA,<15 lakhs,4,"Yes, in <10 years"
955,59,Pune,None,Single,Graduate,4,597599.598555993,Maybe,SUV,Maybe,KIA,<25 lakhs,4,"Yes, in <20years"
956,44,Pune,Business,Single,Graduate,1,2491919.1889478415,Yes,Liftback,Yes,Honda,2000000,4,"Yes, in <10 years"
957,32,Pune,Business,Married,Post Graduate,5,2865881.096078429,Yes,SUV,No,Nissan,<15 lakhs,4,"Yes, in <20years"
958,29,Pune,None,Married,Graduate,3,2703314.8923511277,Yes,SUV,Yes,KIA,<5 lakhs,2,"Yes, in <10 years"
959,32,Pune,Working Professional,Married,Graduate,5,2134045.2432105723,Yes,Sedan,Yes,MG,<15 lakhs,4,"Yes, in <20years"
960,31,Delhi,None,Single,Post Graduate,3,655303.9085735343,Yes,Liftback,Maybe,Maruti,<15 lakhs,4,"Yes, in <20years"
961,47,Pune,None,Single,Post Graduate,5,2269369.9672145564,Yes,Liftback,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
962,31,Pune,Business,Single,Post Graduate,4,2909234.569302837,Yes,Hatchback,Yes,Hyundai,<15 lakhs,2,"Yes, possibly after 20 years"
963,30,Chandrapur ,None,Single,Graduate,4,1009304.7217203763,Maybe,SUV,Yes,Hyundai,<15 lakhs,2,"Yes, possibly after 20 years"
964,28,Pune,Business,Married,Post Graduate,8,1651636.3534952193,Maybe,SUV,Yes,McLaren ,<5 lakhs,3,"Yes, possibly after 20 years"
965,53,Pune,Working Professional,Single,Graduate,5,1504386.613121978,Yes,SUV,No,Suzuki ,<15 lakhs,4,"Yes, in <20years"
966,29,Pune,Working Professional,Single,Graduate,4,2854558.3048647074,No,SUV,Maybe,Hyundai,1500000,4,"Yes, in <10 years"
967,25,Rewari,Salaried,Married,Post Graduate,1,1505464.5766851278,Yes,Liftback,No,Tata,<25 lakhs,2,"Yes, in <10 years"
968,28,Pune,None,Single,Post Graduate,4,2105552.521689087,Yes,Liftback,Yes,Hyundai,>25 lakhs,2,"Yes, in <10 years"
969,38,Mumbai,Working Professional,Single,Graduate,6,2135086.409948269,Yes,SUV,Yes,Nissan,<15 lakhs,4,"Yes, in <10 years"
970,28,Pune,Working Professional,Married,Post Graduate,4,2368703.652606329,Yes,SUV,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
971,27,Pune,None,Single,Graduate,5,2539135.4678814746,Yes,SUV,Yes,Hyundai,<15 lakhs,4,"Yes, in <20years"
972,25,Nagpur,None,Single,Graduate,3,2619006.6646968606,No,Hatchback,Yes,Tata,<15 lakhs,4,"Yes, in <20years"
973,26,Pune,Business,Single,Graduate,4,3233727.318412226,Yes,Hatchback,Yes,Tata,<5 lakhs,4,"Yes, in <10 years"
974,29,Patiyala,None,Single,Graduate,4,1396156.4810050156,Yes,Hatchback,Yes,KIA,<15 lakhs,4,I don't think so
975,30,Pune,None,Single,Graduate,4,2287378.7004366186,Yes,SUV,Yes,Tata,<25 lakhs,4,"Yes, in <20years"
976,24,Pune,Business,Single,Graduate,4,1604446.3152275502,Yes,Hatchback,Yes,Honda,1200000,4,"Yes, in <10 years"
977,36,Mumbai,Working Professional,Single,Graduate,3,2812026.1158218286,Maybe,Sedan,Yes,Chevrolet ,<5 lakhs,4,I don't think so
978,28,Pune,None,Single,Graduate,4,898478.1065886482,Yes,Liftback,Yes,KIA,<15 lakhs,4,"Yes, possibly after 20 years"
